"","name","pop","lat","lon"
"546","Des Plaines ",58637,42.0415823,-87.8873916
"547","Huntington Park ",58486,33.9816812,-118.2250725
"548","West Des Moines ",58373,41.5645337,-93.7595281
"549","San Rafael ",58264,37.9735346,-122.5310874
"550","Petaluma ",58262,38.270022,-122.6061223
"551","Royal Oak ",58138,42.4894801,-83.1446485
"552","Blaine ",58128,35.8970899,-98.4225961
"553","Mansfield ",58065,40.75839,-82.5154471
"554","Dubuque ",57818,42.5006217,-90.6647967
"555","Rogers ",57780,36.3781607,-95.6190889
"556","La Mesa ",57777,33.436188,-111.5860661
"557","Owensboro ",57774,37.7742152,-87.1133304
"558","North Port ",57626,27.044224,-82.2359254
"559","Marietta ",57604,33.9528472,-84.5496148
"560","Idaho Falls ",57595,43.4930789,-112.044349
"561","Rocky Mount ",57533,35.9382104,-77.7905341
"562","Broomfield ",57433,39.9379892,-105.0587294
"563","Chapel Hill ",57429,35.9131996,-79.0558445
"564","Dearborn Heights ",57389,42.3369816,-83.2732627
"565","Bartlett ",57363,41.9908485,-88.1850028
"566","White Plains ",57231,41.0339862,-73.7629097
"567","Rowlett ",57019,32.9029017,-96.56388
"568","Tinley Park village",56967,41.5961445,-87.7864396
"569","Kokomo ",56923,40.4864444,-86.1336351
"570","Arcadia ",56812,34.1362075,-118.0401497
"571","Moore ",56754,35.2835629,-86.3411514
"572","Berwyn ",56748,41.8505874,-87.7936685
"573","Medford ",56676,42.3264181,-122.8718605
"574","Ocala ",56637,29.1871986,-82.1400923
"575","Lakeville ",56625,44.650051,-93.2432791
"576","Port Orange ",56593,29.10150985,-81.01055374
"577","Jupiter ",56240,26.9266939,-80.12208902
"578","Casper ",56173,42.866632,-106.313081
"579","Valdosta ",56087,30.8327022,-83.2784851
"580","Fountain Valley ",56072,33.7038145,-117.9627349
"581","Diamond Bar ",55982,34.0286226,-117.8103367
"582","Novi ",55933,42.48059,-83.4754913
"583","Anderson ",55920,38.198077,-95.3067461
"584","Decatur ",55834,39.8628075,-88.89387182
"585","Woodland ",55796,38.6786109,-121.7733285
"586","Bowie ",55725,39.0067768,-76.7791365
"587","Chicopee ",55551,42.17073265,-72.57331507
"588","West Haven ",55512,41.2706527,-72.9470471
"589","Redmond ",55501,47.6694141,-122.1238767
"590","Cedar Park ",55360,30.5119385,-97.8097447
"591","Midwest City ",55310,35.4495097,-97.3967025
"592","Auburn ",54981,32.5978265,-85.56335486
"593","Port Arthur ",54926,29.8988258,-93.9287815
"594","Porterville ",54756,36.06523,-119.0167679
"595","Carson City",54747,39.1637984,-119.7674034
"596","Lake Elsinore ",54724,33.6680772,-117.3272615
"597","Pocatello ",54648,42.8688613,-112.4401098
"598","Santee ",54597,32.8383828,-116.9739167
"599","Eastvale ",54591,33.9766799,-117.5598444
"600","Corvallis ",54567,44.5645659,-123.2620435
"601","Paramount ",54477,33.8984873,-118.170703
"602","Mount Prospect village",54432,41.983426,-73.4212318
"603","Hanford ",54381,36.3274502,-119.6456844
"604","Elyria ",54322,41.3683798,-82.1076486
"605","Manhattan ",54245,40.7902778,-73.9597222
"606","Sanford ",54228,35.4798757,-79.1802994
"607","Coconut Creek ",54221,26.2714628,-80.18180846
"608","Rosemead ",54165,34.0676169,-118.0879763
"609","Noblesville ",53972,40.0455918,-86.0085955
"610","Shoreline ",53755,47.7563195,-122.3438255
"611","Delano ",53661,35.7688425,-119.2470536
"612","St. Peters ",53391,38.8010514,-90.627881
"613","South Jordan ",53347,40.5621704,-111.929658
"614","Wheaton ",53274,41.8646959,-88.1101709
"615","Normal ",53053,40.5117699,-88.9944815
"616","Lake Havasu City ",52829,34.483901,-114.3224548
"617","Colton ",52816,34.0739016,-117.3136547
"618","Kingsport ",52796,36.5484341,-82.5618186
"619","Blue Springs ",52786,39.01723,-94.2822095
"620","Brentwood ",52774,37.9317766,-121.6960266
"621","Grand Forks ",52749,47.9078244,-97.0592028
"622","Novato ",52729,38.1061979,-122.5681191
"623","Buckeye ",52419,38.9237892,-120.7979883
"624","Florissant ",52417,38.789217,-90.322614
"625","Hendersonville ",52407,35.3187279,-82.4609528
"626","Sarasota ",52371,27.3364347,-82.5306527
"627","Euless ",52152,32.8370727,-97.0819541
"628","Cathedral City ",52132,33.7810031,-116.4640765
"629","Hoffman Estates village",52118,42.0639157,-88.1247969
"630","Yucaipa ",52081,34.040931,-117.0516713
"631","Battle Creek ",52035,42.3192548,-85.1824269
"632","Pensacola ",52006,30.421309,-87.2169149
"633","Smyrna ",51966,39.2998339,-75.6046494
"634","Oak Park village",51955,35.8466277,-78.70554926
"635","Greenwood ",51889,37.8709542,-96.2471338
"636","Bellevue ",51888,47.6144219,-122.1923372
"637","Lakewood ",51638,39.6246085,-105.0842039
"638","Peabody ",51608,42.5278731,-70.9286609
"639","Placentia ",51582,33.8714814,-117.8617337
"640","Watsonville ",51582,36.9092773,-121.7529071
"641","Perth Amboy ",51484,40.5067723,-74.2654234
"642","Milford  ",51381,41.2223194,-73.0564953
"643","Hoboken ",51330,40.7433066,-74.0323752
"644","La Crosse ",51271,43.8804365,-91.25484113
"645","Joplin ",51142,37.0842271,-94.513281
"646","Burlington ",51120,44.4723989,-73.2114941
"647","Albany ",51053,42.6511674,-73.754968
"648","Saginaw ",51047,43.4200387,-83.9490365
"649","Charleston ",51040,32.7876012,-79.9402728
"650","Elkhart ",50969,41.6819935,-85.9766671
"651","West New York ",50773,40.7880091,-74.0142761
"652","Minnetonka ",50626,44.9127229,-93.499059
"653","Glendora ",50565,34.1361187,-117.865339
"654","George ",50301,30.857421,-88.6537118
"655","Pflugerville ",50294,30.4393696,-97.6200043
"656","Richland ",50283,38.7060457,-88.0949352
"657","DeSoto ",50167,34.8703284,-89.9778704
"658","Castle Rock ",50116,39.3726585,-104.8584264
"659","Plainfield ",50057,41.623191,-88.22843248
"660","Troy ",50024,42.6055893,-83.1499304
"661","Niagara Falls ",49892,43.1030928,-79.0302618
"662","Harrisonburg ",49811,38.4493315,-78.8688833
"663","Apple Valley ",49790,44.7319094,-93.21772
"664","Bradenton ",49753,27.4989278,-82.5748194
"665","Lehi ",49721,40.3880902,-111.8491619
"666","Casa Grande ",49716,32.8793816,-111.7575614
"667","Southaven ",49713,34.9889818,-90.0125913
"668","Gilroy ",49683,37.0065078,-121.5631723
"669","Brookhaven ",49609,31.58369,-90.44180867
"670","Pinellas Park ",49476,27.8599115,-82.70437819
"671","Grand Island ",49464,40.9250124,-98.342007
"672","Enid ",49458,36.3967623,-97.8791341
"673","Cuyahoga Falls ",49385,41.1348213,-81.4848086
"674","Harrisburg ",49365,40.2663107,-76.8861122
"675","Monroe ",49357,38.2722313,-90.1792484
"676","Wilson ",49347,37.5692118,-95.7452639
"677","Palm Desert ",49325,33.7288179,-116.3825711
"678","Palm Beach Gardens ",49278,26.84176195,-80.13530872
"679","West Sacramento ",49199,38.5804609,-121.530234
"680","Kentwood ",49157,42.8694731,-85.6447492
"681","Huntington ",49112,38.4192496,-82.445154
"682","Logan ",49107,40.1075089,-89.3768539
"683","Sheboygan ",49093,43.7508284,-87.71453
"684","Tigard ",49031,45.4307473,-122.7719339
"685","Aliso Viejo ",48953,33.5761376,-117.7258122
"686","Lenexa ",48846,38.9536174,-94.7335709
"687","La Mirada ",48832,33.9060971,-118.0107092
"688","Burien ",48758,47.469918,-122.3485274
"689","Poway ",48697,32.9628234,-117.0358646
"690","Edina ",48636,44.8897027,-93.3501222
"691","East Lansing ",48603,42.7355416,-84.4852469
"692","Cypress ",48493,33.8248235,-118.0399368
"693","Euclid ",48491,41.5931049,-81.5267873
"694","Roswell ",48483,33.3942655,-104.5230242
"695","Rancho Santa Margarita ",48426,33.640855,-117.603104
"696","Coral Gables ",48271,25.6905515,-80.23500888
"697","Covina ",48103,34.0877926,-117.8891164
"698","Mishawaka ",48103,41.6619927,-86.1586156
"699","Pine Bluff ",48100,34.2284312,-92.0031955
"700","Huntersville ",48085,35.4107135,-80.8428483
"701","Sammamish ",47936,47.6088445,-122.0423067
"702","Salina ",47822,38.8402805,-97.6114237
"703","Newark ",47793,40.735657,-74.1723667
"704","San Marcos ",47695,29.8826436,-97.9405828
"705","Galveston ",47663,29.299328,-94.7945882
"706","Doral ",47648,25.8184725,-80.35396781
"707","Commerce City ",47549,39.8083196,-104.9338675
"708","Olympia ",47352,47.0450197,-122.8948725
"709","Mansfield ",47246,40.75839,-82.5154471
"710","Roseville ",47231,38.72338,-121.1858782
"711","Caldwell ",47221,32.0820785,-92.1130105
"712","Murray ",47182,34.4935341,-97.0475803
"713","Ankeny ",47166,41.7318715,-93.6003837
"714","Grapevine ",47148,32.9342919,-97.0780654
"715","Mentor ",47089,41.6661573,-81.339552
"716","East Providence ",47069,41.8137116,-71.3700545
"717","Binghamton ",47019,42.096968,-75.914341
"718","Portage ",46707,41.5758708,-87.1761455
"719","Dunwoody ",46657,33.9430886,-84.30974861
"720","Azusa ",46632,34.1338751,-117.9056046
"721","Wauwatosa ",46496,43.0494122,-88.0079271
"722","Hattiesburg ",46402,31.3271189,-89.2903392
"723","Lawrence ",46329,38.9719384,-95.2359496
"724","Parker ",46296,39.5184514,-104.7612638
"725","Altoona ",46227,40.518681,-78.394736
"726","Sierra Vista ",46173,31.5545401,-110.3036929
"727","Stillwater ",46117,36.1156306,-97.0585717
"728","Collierville ",45931,35.042036,-89.6645266
"729","Cedar Hill ",45853,32.5889112,-96.9559308
"730","Cleveland Heights ",45811,41.5200518,-81.556235
"731","Beavercreek ",45790,39.7092262,-84.0632685
"732","St. Louis Park ",45747,44.9475726,-93.3569023
"733","Jeffersonville ",45570,38.2776479,-85.7371131
"734","Farmington ",45511,36.7304288,-108.2089191
"735","San Luis Obispo ",45415,35.2827525,-120.6596156
"736","Palm Springs ",45272,33.8345281,-116.5389475
"737","Texas City ",45213,29.383845,-94.9027002
"738","Coeur d'Alene ",45021,47.6776832,-116.7804664
"739","Bonita Springs ",44927,26.3618645,-81.79306068
"740","Elmhurst ",44915,41.8994745,-87.9403418
"741","Glenview village",44877,38.2875699,-85.6369058
"742","Barnstable Town ",44831,41.278228,-73.6006489
"743","Twin Falls ",44812,42.5629668,-114.4608711
"744","Leesburg ",44599,39.1026092,-77.55901065
"745","Strongsville ",44587,41.3144733,-81.83511
"746","Columbus ",44578,39.9622601,-83.0007065
"747","Pittsfield ",44395,42.4500967,-73.2453785
"748","Maricopa ",44332,33.34883,-112.49123
"749","Biloxi ",44250,30.3960318,-88.8853645
"750","Madison ",44030,43.074761,-89.3837613
"751","DeKalb ",43819,41.9294736,-88.7503647
"752","Charlottesville ",43770,38.029306,-78.4766781
"753","Belleville ",43732,38.5200504,-89.9839935
"754","Titusville ",43720,28.6122187,-80.8075538
"755","Lincoln ",43697,40.8000554,-96.6674005
"756","Attleboro ",43663,41.9445441,-71.2856082
"757","Lombard village",43621,38.2250033,-104.5449727
"758","Summerville ",43527,33.0000235,-80.18979261
"759","Hackensack ",43477,40.8859326,-74.0434736
"760","Lacey ",43354,47.0263876,-122.8072257
"761","Sayreville borough",43338,40.4592726,-74.3609822
"762","Jefferson City ",43293,38.577359,-92.1724265
"763","Wylie ",43273,33.0151201,-96.5388789
"764","Draper ",43273,40.5246711,-111.8638226
"765","Moline ",43243,41.5067003,-90.5151342
"766","Apopka ",43217,28.7414145,-81.5344293
"767","Littleton ",43188,39.613321,-105.0166498
"768","Kannapolis ",43176,35.4873613,-80.6217341
"769","El Centro ",43111,32.792,-115.5630514
"770","Fond du Lac ",43105,43.7748763,-88.4458033
"771","Newark ",43065,40.735657,-74.1723667
"772","Minot ",43061,48.2325095,-101.2962732
"773","Haltom City ",42923,32.7995738,-97.2691817
"774","Bountiful ",42856,40.8894611,-111.8804817
"775","North Miami Beach ",42827,25.928842,-80.15278619
"776","Blacksburg ",42791,37.2296566,-80.4136767
"777","Fairfield ",42617,38.2493581,-122.0399663
"778","Danville ",42586,40.125222,-87.6304614
"779","Concord ",42434,43.207106,-71.5370216
"780","Danville ",42419,40.125222,-87.6304614
"781","Burlington ",42410,44.4723989,-73.2114941
"782","Bell Gardens ",42347,33.9652918,-118.1514588
"783","Fort Pierce ",42337,27.4467056,-80.3256056
"784","Oakland Park ",42298,26.1801443,-80.1372004
"785","Lompoc ",42230,34.6391501,-120.4579409
"786","Everett ",42136,47.9673056,-122.2013998
"787","Rancho Palos Verdes ",42099,33.7483311,-118.3707683
"788","Hutchinson ",42088,38.0608444,-97.9297743
"789","State College borough",42037,40.794026,-77.8606975
"790","Salem ",42035,44.9391565,-123.033121
"791","Midland ",41968,43.6155825,-84.2472117
"792","Coachella ",41938,33.6795519,-116.176338
"793","Cleveland ",41926,41.5051613,-81.6934446
"794","North Lauderdale ",41924,26.217305,-80.2258811
"795","Cutler Bay ",41888,25.575865,-80.34137218
"796","Altamonte Springs ",41718,28.6649055,-81.37626851
"797","Urbana ",41653,40.1117174,-88.207301
"798","San Bruno ",41562,37.6304904,-122.4110835
"799","Bartlett village",41430,43.1161806,-75.403783
"800","Kearny ",41400,37.9960049,-101.3523356
"801","Westfield ",41390,42.1250929,-72.7495381
"802","Wilkes-Barre ",41375,41.2464824,-75.8817316
"803","Findlay ",41276,41.0413873,-83.6503982
"804","Oro Valley ",41251,32.3909071,-110.966488
"805","Meridian ",41128,32.376096,-88.68978607
"806","Warren ",41062,40.8442828,-90.6168408
"807","Woonsocket ",41045,42.0028761,-71.5147839
"808","Rohnert Park ",41025,38.3396367,-122.7010984
"809","Smyrna ",40980,39.2998339,-75.6046494
"810","Keller ",40884,37.6192992,-75.7638185
"811","Leominster ",40882,42.5250906,-71.759794
"812","Quincy ",40782,39.9356016,-91.4098727
"813","Linden ",40650,33.0123537,-94.3654707
"814","Sumter ",40557,32.0485072,-84.1862464
"815","Crystal Lake ",40547,42.2411344,-88.3161965
"816","Covington ",40505,39.0837489,-84.5086221
"817","Fitchburg ",40365,42.5834228,-71.8022956
"818","Urbandale ",40256,41.6274552,-93.7380624
"819","Plainfield village",40145,41.67650655,-71.92223409
"820","La Puente ",40128,34.01979,-117.9503677
"821","Holyoke ",40102,42.22415795,-72.64021831
"822","Beverly ",40070,42.5584284,-70.8800491
"823","Streamwood village",40067,33.7125089,-117.7573608
"824","Hickory ",40048,35.7331895,-81.3412006
"825","Shelton ",40009,41.3164856,-73.0931641
"826","Carol Stream village",39970,41.913645,-88.1184169
"827","Edmonds ",39949,47.8105738,-122.3774952
"828","Brea ",39897,33.9170444,-117.8888557
"829","Prescott ",39874,34.5400242,-112.4685025
"830","Campbell ",39853,37.2158191,-79.1165953
"831","Bullhead City ",39615,35.1477774,-114.5682983
"832","New Berlin ",39613,42.976453,-88.1090391
"833","Riverton ",39581,43.0249578,-108.3798938
"834","Mankato ",39569,44.1634663,-93.9993505
"835","Cedar Falls ",39566,42.5277622,-92.4454654
"836","Huntsville ",39558,34.577718,-86.83583561
"837","Atlantic City ",39529,39.3642852,-74.4229351
"838","Coppell ",39464,32.958352,-96.988183
"839","Manassas ",39358,38.744947,-77.48244413
"840","Bremerton ",39241,47.5665391,-122.6527973
"841","Wausau ",39137,44.9596017,-89.6298239
"842","Culver City ",39120,34.0211224,-118.3964665
"843","Muskogee ",39087,35.6630196,-95.3927706
"844","Rockwall ",39070,32.9312336,-96.4597089
"845","Calexico ",39048,32.6789476,-115.4988834
"846","Duncanville ",39037,32.6518004,-96.9083366
"847","Lancaster ",38958,40.03813,-76.3056686
"848","Sherman ",38948,33.617501,-96.59549343
"849","Rock Island ",38939,41.5094771,-90.5787477
"850","Clovis ",38931,34.405472,-103.2050709
"851","Moorhead ",38833,46.8347035,-96.73454892
"852","Morgan Hill ",38791,37.130408,-121.6544974
"853","Apex ",38786,35.7325352,-78.8505516
"854","Maplewood ",38778,44.9530215,-92.9952153
"855","Peachtree Corners ",38770,33.9701009,-84.2215869
"856","Prescott Valley ",38764,34.6100243,-112.315721
"857","Woburn ",38622,42.4792618,-71.1522766
"858","Beaumont ",38592,30.0860459,-94.1018461
"859","Annapolis ",38478,38.9786401,-76.492786
"860","Cape Girardeau ",38451,37.3058839,-89.5181476
"861","Burleson ",38316,32.515272,-97.34509602
"862","Stanton ",38305,37.5691072,-101.7935648
"863","Ormond Beach ",38227,29.2858129,-81.0558894
"864","Hanover Park village",38187,43.17329575,-89.41709963
"865","Huber Heights ",38115,39.8584125,-84.11151221
"866","Bozeman ",38099,45.6799842,-111.0446748
"867","Brentwood ",38079,37.9317766,-121.6960266
"868","St. Cloud ",38032,45.5616075,-94.1642004
"869","Greenacres ",38016,35.3832927,-119.1098266
"870","Shakopee ",38013,44.7980186,-93.5268986
"871","Brookfield ",37912,43.0605671,-88.1064787
"872","Hallandale Beach ",37895,25.9856006,-80.13999651
"873","Lincoln Park ",37853,42.2505943,-83.1785361
"874","Pacifica ",37853,37.6138253,-122.4869194
"875","Wheeling village",37809,40.6142048,-86.3911092
"876","Hurst ",37807,32.8234621,-97.1705678
"877","Valley Stream village",37704,36.8058314,-76.23096618
"878","Park Ridge ",37609,42.0111412,-87.8406192
"879","Hilton Head Island ",37569,32.216316,-80.752608
"880","Goose Creek ",37566,32.9961038,-80.0387292
"881","Puyallup ",37516,47.1849009,-122.2921406
"882","Montclair ",37373,40.8259332,-74.2090344
"883","Lancaster ",37343,40.03813,-76.3056686
"884","Roy ",37235,41.1617999,-112.0261903
"885","Addison village",37164,43.4227761,-88.3745423
"886","Calumet City ",37153,41.6155909,-87.5294871
"887","The Colony ",37101,33.0890094,-96.8863922
"888","Ocoee ",37061,28.537782,-81.54483614
"889","Muskegon ",37035,43.2341813,-86.2483921
"890","Lake Oswego ",36984,45.4206749,-122.6706498
"891","Bentonville ",36962,36.302283,-94.28158895
"892","Spartanburg ",36957,34.9498007,-81.9320157
"893","Marion ",36933,37.7306054,-88.9331256
"894","Portage ",36931,41.5758708,-87.1761455
"895","Beloit ",36858,42.5083272,-89.031784
"896","Aventura ",36854,25.953257,-80.13664587
"897","Richmond ",36833,37.5385087,-77.43428
"898","Greenfield ",36825,42.5877962,-72.6006199
"899","Texarkana ",36823,33.425125,-94.0476882
"900","Westerville ",36787,40.1261743,-82.9290696
"901","Gadsden ",36760,34.0142639,-86.0066387
"902","Longview ",36754,32.5007038,-94.7404891
"903","Keizer ",36718,44.9958075,-123.0197173
"904","Oakley ",36642,37.9974219,-121.7124536
"905","Martinez ",36552,38.0193657,-122.1341321
"906","Dover ",36536,39.158168,-75.5243682
"907","Weslaco ",36504,26.155616,-97.98046402
"908","Northglenn ",36461,39.885541,-104.9872026
"909","Lewiston ",36450,44.100351,-70.2147764
"910","Los Banos ",36436,37.0592253,-120.8505342
"911","Apache Junction ",36404,33.4006195,-111.5374039
"912","New Albany ",36385,38.2856247,-85.8241312
"913","Friendswood ",36313,29.5293998,-95.2010447
"914","Grove City ",36278,39.8814519,-83.0929645
"915","Bartlesville ",36150,36.7473114,-95.9808179
"916","Torrington ",36111,41.8006523,-73.1212214
"917","Reynoldsburg ",36107,39.9547861,-82.8121191
"918","Del Rio ",36063,29.3627296,-100.896761
"919","Goldsboro ",36045,35.3848841,-77.9927651
"920","Lynnwood ",36043,47.8278656,-122.3053932
"921","Temple City ",35824,34.1082994,-118.0577568
"922","Winter Garden ",35804,32.839025,-116.9283792
"923","Spanish Fork ",35783,40.114955,-111.654923
"924","Bell ",35746,33.9775142,-118.1870156
"925","Franklin ",35745,37.9765409,-88.9335327
"926","Panama City ",35739,30.1600827,-85.6545729
"927","Plant City ",35721,28.023543,-82.12720203
"928","Fort Lee borough",35664,40.8527536,-73.97250875
"929","Leavenworth ",35629,39.3110919,-94.9227996
"930","Wildwood ",35600,38.5795893,-90.6294468
"931","Richfield ",35599,44.8766431,-93.2877877
"932","Delaware ",35571,38.6920451,-75.4013315
"933","Hollister ",35567,36.8524545,-121.4016021
"934","Hot Springs ",35414,34.492847,-93.12379452
"935","Lufkin ",35373,31.3382406,-94.729097
"936","Marion ",35358,37.7306054,-88.9331256
"937","Manhattan Beach ",35353,33.8950839,-118.4000147
"938","Lake Worth ",35327,26.62121345,-80.06267318
"939","Claremont ",35324,34.0966764,-117.7197785
"940","University City ",35275,38.6558849,-90.3092813
"941","Merrillville ",35273,41.4828144,-87.3328139
"942","San Juan Capistrano ",35219,33.5016932,-117.6625509
"943","Tupelo ",35141,34.2634615,-88.72502681
"944","Cottage Grove ",34912,44.8277446,-92.9438218
"945","Moorpark ",34853,34.285558,-118.8820414
"946","Bay City ",34781,28.982941,-95.96336143
"947","East Point ",34751,33.6654335,-84.48648945
"948","Grants Pass ",34735,42.4393707,-123.3272489
"949","Stow ",34707,41.1596261,-81.4406258
"950","Oak Creek ",34662,42.8858503,-87.8631362
"951","West Hollywood ",34645,34.0900091,-118.3617443
"952","Prattville ",34626,32.4640245,-86.4596966
"953","Royal Palm Beach village",34604,26.694533,-80.2323689
"954","Peachtree City ",34566,33.3967829,-84.5957629
"955","Winter Haven ",34560,28.0222435,-81.7328568
"956","Phenix City ",34499,32.4709761,-85.0007653
"957","Hinesville ",34458,31.8477298,-81.5960354
"958","Norris borough",34406,44.3134023,-70.0883869
"959","Glendale Heights village",34395,39.9709072,-80.7506399
"960","Hobbs ",34384,32.7026116,-103.1360403
"961","Beverly Hills ",34361,34.0736204,-118.4003563
"962","Gainesville ",34342,29.651907,-82.3247976
"963","Indian Trail ",34280,35.0768141,-80.6692352
"964","Pleasant Grove ",34122,40.3641184,-111.73854
"965","Bothell ",34113,47.759853,-122.2068217
"966","Olive Branch ",34057,34.9617605,-89.8295315
"967","Inver Grove Heights ",34055,44.8479039,-93.0428119
"968","Roseville ",34047,38.72338,-121.1858782
"969","Mooresville ",34046,35.570746,-80.8182992
"970","Vestavia Hills ",34005,33.4776455,-86.68732697
"971","Milton ",33917,42.2495435,-71.0661612
"972","Greenville ",33913,34.851354,-82.3984882
"973","Upper Arlington ",33912,39.9945084,-83.0624078
"974","Newnan ",33783,33.3806716,-84.7996573
"975","Nacogdoches ",33782,31.5970503,-94.5927451
"976","Bettendorf ",33773,41.5255466,-90.5081478
"977","Cottonwood Heights ",33754,40.6196702,-111.8102104
"978","Dana Point ",33688,33.4669721,-117.6981075
"979","Butte-Silver Bow ",33687,45.9838436,-112.5007277
"980","Houma ",33681,29.5957696,-90.7195348
"981","San Dimas ",33595,34.1066756,-117.8067257
"982","Manitowoc ",33591,44.0886059,-87.6575841
"983","Gahanna ",33513,40.019468,-82.8790706
"984","Pleasant Hill ",33491,37.9479786,-122.0607963
"985","Long Beach ",33463,33.7774658,-118.1884871
"986","Winter Springs ",33431,28.6882125,-81.28497893
"987","Seaside ",33413,36.6258085,-121.8170358
"988","Lauderdale Lakes ",33364,26.1681519,-80.20471799
"989","Dalton ",33333,34.723727,-84.86850912
"990","Jackson ",33320,32.2990384,-90.1847691
"991","Schertz ",33315,29.5521737,-98.2697341
"992","Monroe ",33272,38.2722313,-90.1792484
"993","Fairborn ",33222,39.8068795,-84.00996135
"994","St. Charles ",33174,41.9141984,-88.3086977
"995","Woodridge village",33159,29.548018,-98.60536836
"996","Holland ",33153,42.7876022,-86.1090828
"997","Oregon City ",33103,45.3573429,-122.6067583
"998","Copperas Cove ",33061,31.124062,-97.9030785
"999","Lawndale ",32994,33.88711,-118.3531481
"1000","Wildomar ",32984,33.5939372,-117.2414989
"1001","Bangor ",32962,44.8011821,-68.7778138
"1002","Danville ",32903,40.125222,-87.6304614
"1003","Riviera Beach ",32807,26.7753405,-80.0580969
"1004","Fair Lawn borough",32766,40.9403762,-74.1318096
"1005","Deer Park ",32596,29.70478335,-95.11839443
"1006","Westlake ",32527,41.4553232,-81.9179174
"1007","Menlo Park ",32519,37.4538274,-122.1821871
"1008","Richmond ",32489,37.5385087,-77.43428
"1009","Socorro ",32480,34.0572791,-106.8930518
"1010","North Olmsted ",32461,41.4156025,-81.9234726
"1011","Wenatchee ",32431,47.4234599,-120.3103494
"1012","Eastpointe ",32408,42.4683698,-82.9554746
"1013","McMinnville ",32316,45.2109843,-123.1975851
"1014","Leawood ",32248,38.966673,-94.6169012
"1015","Franklin Town ",32218,42.3406373,-75.1651689
"1016","Water Town ",32210,42.0642643,-73.93190045
"1017","Petersburg ",32159,37.2044555,-77.39053111
"1018","Massillon ",32129,40.7967244,-81.5215093
"1019","El Mirage ",32110,34.6022132,-117.6311675
"1020","Mount Vernon ",32084,38.3172715,-88.9031201
"1021","Tooele ",32055,40.5307776,-112.29828
"1022","Galesburg ",32043,40.9478158,-90.3712395
"1023","Hopkinsville ",32037,36.8657651,-87.4889532
"1024","Rosenberg ",32035,29.5571825,-95.8085623
"1025","Walla Walla ",31990,46.0649999,-118.3302784
"1026","Lewiston ",31989,44.100351,-70.2147764
"1027","Issaquah ",31949,47.5348778,-122.0432974
"1028","Newark ",31934,40.735657,-74.1723667
"1029","Spring Valley village",31876,29.7896722,-95.5035529
"1030","Naugatuck borough",31832,41.4860186,-73.0509432
"1031","Goshen ",31797,41.5815012,-85.8346529
"1032","Wake Forest ",31662,35.9803097,-78.5103427
"1033","Benton ",31462,36.0345286,-88.101285
"1034","West Bend ",31416,43.4252776,-88.1834277
"1035","North Tonawanda ",31408,43.038668,-78.8642034
"1036","University Place ",31402,47.216134,-122.5400829
"1037","Kearney ",31341,40.699457,-99.0814767
"1038","Laramie ",31328,41.3113669,-105.5911007
"1039","Parkersburg ",31305,39.2667418,-81.5615135
"1040","Alamogordo ",31303,32.8997997,-105.9603398
"1041","La Verne ",31284,34.1008426,-117.7678355
"1042","Michigan City ",31271,41.7075394,-86.8950297
"1043","Douglasville ",31170,33.7514966,-84.7477136
"1044","Bowling Green ",31147,36.9903199,-86.4436018
"1045","Mason ",31147,40.2302271,-89.8660433
"1046","Oswego village",31103,43.3739582,-76.1524252
"1047","College Park ",31087,38.980666,-76.9369189
"1048","Gallatin ",31072,37.7509507,-88.2264519
"1049","Westfield ",31052,42.1250929,-72.7495381
"1050","Foster City ",31010,37.5600336,-122.2688522
"1051","Owasso ",31003,36.2661536,-95.8549456
"1052","James ",30908,39.6532183,-121.5496929
"1053","Cookeville ",30886,36.162839,-85.5016423
"1054","Poughkeepsie ",30854,41.7065779,-73.9284101
"1055","Andover ",30837,42.65717,-71.1408776
"1056","Englewood ",30787,40.8928771,-73.9726381
"1057","Garfield ",30772,36.3735486,-97.7845975
"1058","New Iberia ",30721,30.0035365,-91.8187285
"1059","Wentzville ",30671,38.81144,-90.8529107
"1060","Kennesaw ",30653,34.0234337,-84.6154897
"1061","Alabaster ",30653,33.2155935,-86.79777856
"1062","Long Branch ",30647,40.3042778,-73.9923596
"1063","Laguna Hills ",30620,33.5948758,-117.6882067
"1064","Westfield ",30472,42.1250929,-72.7495381
"1065","Brooklyn Center ",30426,45.0748543,-93.3296296
"1066","Gillette ",30424,44.2906347,-105.5018759
"1067","Ballwin ",30418,38.5950182,-90.5469133
"1068","Clearfield ",30402,40.9908706,-78.4457422
"1069","Chicago Heights ",30394,41.5062834,-87.6357079
"1070","Saratoga ",30363,43.0833231,-73.8712155
"1071","Waxahachie ",30354,32.3884555,-96.92882371
"1072","Wheat Ridge ",30341,39.766098,-105.0772063
"1073","North Royalton ",30337,41.3136644,-81.7245739
"1074","Miami Lakes ",30292,25.91162125,-80.32127406
"1075","Springville ",30281,40.1668572,-111.6109221
"1076","Dover ",30244,39.158168,-75.5243682
"1077","Ithaca ",30219,42.4396039,-76.4968019
"1078","New Bern ",30219,35.1084931,-77.0441143
"1079","Dania Beach ",30211,26.05078395,-80.14612378
"1080","Shawnee ",30204,39.0416718,-94.7202376
"1081","El Paso de Robles (Paso Robles) ",30132,35.63448665,-120.6702823
"1082","Texarkana ",30128,33.425125,-94.0476882
"1083","Spring Hill ",30109,28.5558273,-82.4503732
